n,r,m
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.2,artifact_id: software.amazon.awssdk:eks,version: 2.18.2,timestamp: 1666645952000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.2,artifact_id: software.amazon.awssdk:eks,version: 2.18.2,timestamp: 1666645952000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.3,artifact_id: software.amazon.awssdk:eks,version: 2.18.3,timestamp: 1666728370000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.3,artifact_id: software.amazon.awssdk:eks,version: 2.18.3,timestamp: 1666728370000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.3,artifact_id: software.amazon.awssdk:eks,version: 2.18.3,timestamp: 1666728370000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.3,artifact_id: software.amazon.awssdk:eks,version: 2.18.3,timestamp: 1666728370000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.4,artifact_id: software.amazon.awssdk:eks,version: 2.18.4,timestamp: 1666815248000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.4,artifact_id: software.amazon.awssdk:eks,version: 2.18.4,timestamp: 1666815248000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.4,artifact_id: software.amazon.awssdk:eks,version: 2.18.4,timestamp: 1666815248000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.4,artifact_id: software.amazon.awssdk:eks,version: 2.18.4,timestamp: 1666815248000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.5,artifact_id: software.amazon.awssdk:eks,version: 2.18.5,timestamp: 1666903722000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.5,artifact_id: software.amazon.awssdk:eks,version: 2.18.5,timestamp: 1666903722000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.5,artifact_id: software.amazon.awssdk:eks,version: 2.18.5,timestamp: 1666903722000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.5,artifact_id: software.amazon.awssdk:eks,version: 2.18.5,timestamp: 1666903722000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.6,artifact_id: software.amazon.awssdk:eks,version: 2.18.6,timestamp: 1666987786000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.6,artifact_id: software.amazon.awssdk:eks,version: 2.18.6,timestamp: 1666987786000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.6,artifact_id: software.amazon.awssdk:eks,version: 2.18.6,timestamp: 1666987786000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.6,artifact_id: software.amazon.awssdk:eks,version: 2.18.6,timestamp: 1666987786000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.7,artifact_id: software.amazon.awssdk:eks,version: 2.18.7,timestamp: 1667247261000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.7,artifact_id: software.amazon.awssdk:eks,version: 2.18.7,timestamp: 1667247261000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.7,artifact_id: software.amazon.awssdk:eks,version: 2.18.7,timestamp: 1667247261000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.7,artifact_id: software.amazon.awssdk:eks,version: 2.18.7,timestamp: 1667247261000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.9,artifact_id: software.amazon.awssdk:eks,version: 2.18.9,timestamp: 1667419783000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.9,artifact_id: software.amazon.awssdk:eks,version: 2.18.9,timestamp: 1667419783000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.9,artifact_id: software.amazon.awssdk:eks,version: 2.18.9,timestamp: 1667419783000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.9,artifact_id: software.amazon.awssdk:eks,version: 2.18.9,timestamp: 1667419783000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.8,artifact_id: software.amazon.awssdk:eks,version: 2.18.8,timestamp: 1667340474000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.8,artifact_id: software.amazon.awssdk:eks,version: 2.18.8,timestamp: 1667340474000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.8,artifact_id: software.amazon.awssdk:eks,version: 2.18.8,timestamp: 1667340474000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.18.8,artifact_id: software.amazon.awssdk:eks,version: 2.18.8,timestamp: 1667340474000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.4,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.4,timestamp: 1563434457000})","[:dependency_to_log4j_SemVer {targetVersion: 2.10.0,timestamp: 1511078630000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.4,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.4,timestamp: 1563434457000})",[:dependency_to_log4j {targetVersion: 2.10.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.4,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.4,timestamp: 1563434457000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.4,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.4,timestamp: 1563434457000})","[:dependency {scope: test,targetVersion: 2.10.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.5,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.5,timestamp: 1563785173000})","[:dependency_to_log4j_SemVer {targetVersion: 2.10.0,timestamp: 1511078630000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.5,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.5,timestamp: 1563785173000})",[:dependency_to_log4j {targetVersion: 2.10.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.5,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.5,timestamp: 1563785173000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: be.bosa.commons-eid:commons-eid-tests:1.0.5,artifact_id: be.bosa.commons-eid:commons-eid-tests,version: 1.0.5,timestamp: 1563785173000})","[:dependency {scope: test,targetVersion: 2.10.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: org.apache.skywalking:collector-jetty-manager-provider:5.0.0-RC2,artifact_id: org.apache.skywalking:collector-jetty-manager-provider,version: 5.0.0-RC2,timestamp: 1536120676000})",[:dependency_to_log4j {targetVersion: 2.9.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: org.apache.skywalking:collector-jetty-manager-provider:5.0.0-RC2,artifact_id: org.apache.skywalking:collector-jetty-manager-provider,version: 5.0.0-RC2,timestamp: 1536120676000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: org.apache.skywalking:collector-jetty-manager-provider:5.0.0-RC2,artifact_id: org.apache.skywalking:collector-jetty-manager-provider,version: 5.0.0-RC2,timestamp: 1536120676000})","[:dependency {scope: compile,targetVersion: 2.9.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: io.eels:eel-cloudera_2.11:1.3.0-a9,artifact_id: io.eels:eel-cloudera_2.11,version: 1.3.0-a9,timestamp: 1507208219000})",[:dependency_to_log4j {targetVersion: 2.7}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: io.eels:eel-cloudera_2.11:1.3.0-a9,artifact_id: io.eels:eel-cloudera_2.11,version: 1.3.0-a9,timestamp: 1507208219000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: io.eels:eel-cloudera_2.11:1.3.0-a9,artifact_id: io.eels:eel-cloudera_2.11,version: 1.3.0-a9,timestamp: 1507208219000})","[:dependency {scope: test,targetVersion: 2.7}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.0,artifact_id: software.amazon.awssdk:eks,version: 2.19.0,timestamp: 1671483899000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.0,artifact_id: software.amazon.awssdk:eks,version: 2.19.0,timestamp: 1671483899000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.0,artifact_id: software.amazon.awssdk:eks,version: 2.19.0,timestamp: 1671483899000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.0,artifact_id: software.amazon.awssdk:eks,version: 2.19.0,timestamp: 1671483899000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.1,artifact_id: software.amazon.awssdk:eks,version: 2.19.1,timestamp: 1671571237000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.1,artifact_id: software.amazon.awssdk:eks,version: 2.19.1,timestamp: 1671571237000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.1,artifact_id: software.amazon.awssdk:eks,version: 2.19.1,timestamp: 1671571237000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.1,artifact_id: software.amazon.awssdk:eks,version: 2.19.1,timestamp: 1671571237000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.2,artifact_id: software.amazon.awssdk:eks,version: 2.19.2,timestamp: 1671659836000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.2,artifact_id: software.amazon.awssdk:eks,version: 2.19.2,timestamp: 1671659836000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.2,artifact_id: software.amazon.awssdk:eks,version: 2.19.2,timestamp: 1671659836000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.2,artifact_id: software.amazon.awssdk:eks,version: 2.19.2,timestamp: 1671659836000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.3,artifact_id: software.amazon.awssdk:eks,version: 2.19.3,timestamp: 1671746085000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.3,artifact_id: software.amazon.awssdk:eks,version: 2.19.3,timestamp: 1671746085000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.3,artifact_id: software.amazon.awssdk:eks,version: 2.19.3,timestamp: 1671746085000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: software.amazon.awssdk:eks:2.19.3,artifact_id: software.amazon.awssdk:eks,version: 2.19.3,timestamp: 1671746085000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
