n,r,m
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.86,version: 6.7.86,timestamp: 1594279456000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.87,version: 6.7.87,timestamp: 1594287916000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.85,version: 6.7.85,timestamp: 1594270967000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.88,version: 6.7.88,timestamp: 1594295369000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.89,version: 6.7.89,timestamp: 1594304841000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.90,version: 6.7.90,timestamp: 1594357189000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.91,version: 6.7.91,timestamp: 1594366041000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.92,version: 6.7.92,timestamp: 1594374261000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.93,version: 6.7.93,timestamp: 1594408970000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.94,version: 6.7.94,timestamp: 1594612756000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.96,version: 6.7.96,timestamp: 1594652734000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.98,version: 6.7.98,timestamp: 1594689865000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.95,version: 6.7.95,timestamp: 1594642447000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.99,version: 6.7.99,timestamp: 1594701286000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt:6.7.97,version: 6.7.97,timestamp: 1594661463000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.0,version: 12.0,timestamp: 1543926219000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.1,version: 12.1,timestamp: 1545113021000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.2,version: 12.2,timestamp: 1547647916000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.3,version: 12.3,timestamp: 1548145983000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.4,version: 12.4,timestamp: 1548431973000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.5,version: 12.5,timestamp: 1550150901000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.6,version: 12.6,timestamp: 1550490329000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.7,version: 12.7,timestamp: 1551444658000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.8,version: 12.8,timestamp: 1551800545000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:12.9,version: 12.9,timestamp: 1551816931000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.graphaware.neo4j:programmatic-importer:2.2.6.35.1,version: 2.2.6.35.1,timestamp: 1445187698000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.graphaware.neo4j:programmatic-importer:2.2.6.35.2,version: 2.2.6.35.2,timestamp: 1446607656000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:20.0,version: 20.0,timestamp: 1588107121000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:20.1,version: 20.1,timestamp: 1594418016000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:20.2,version: 20.2,timestamp: 1608328724000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.sctp:sctp-impl:netty-2.1.7.1,version: netty-2.1.7.1,timestamp: 1462181377000})","[:dependency {scope: compile,targetVersion: 1.2.8}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:20.3,version: 20.3,timestamp: 1618240882000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:20.4,version: 20.4,timestamp: 1627661236000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.sctp:sctp-impl:netty-2.1.7.2,version: netty-2.1.7.2,timestamp: 1462812219000})","[:dependency {scope: compile,targetVersion: 1.2.8}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.sctp:sctp-impl:netty-2.1.7.3,version: netty-2.1.7.3,timestamp: 1462898588000})","[:dependency {scope: compile,targetVersion: 1.2.8}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:20.5,version: 20.5,timestamp: 1640019472000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:20.6,version: 20.6,timestamp: 1659737473000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.sctp:sctp-impl:netty-2.1.7.4,version: netty-2.1.7.4,timestamp: 1463071399000})","[:dependency {scope: compile,targetVersion: 1.2.8}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.sctp:sctp-impl:netty-2.1.7.5,version: netty-2.1.7.5,timestamp: 1463157822000})","[:dependency {scope: compile,targetVersion: 1.2.8}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.sctp:sctp-impl:netty-2.1.7.6,version: netty-2.1.7.6,timestamp: 1463416959000})","[:dependency {scope: compile,targetVersion: 1.2.8}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.sctp:sctp-impl:netty-2.1.7.7,version: netty-2.1.7.7,timestamp: 1463470955000})","[:dependency {scope: compile,targetVersion: 1.2.8}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scloudic:rabbit-cache-pom:3.5.1.RELEASE,version: 3.5.1.RELEASE,timestamp: 1638287498000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.tiogasolutions.lib:tioga-lib-spring-security:5.0.0,version: 5.0.0,timestamp: 1490927801000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.ignite:ignite-hadoop:1.7.0,version: 1.7.0,timestamp: 1470067684000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.eobjects.datacleaner:DataCleaner-desktop-ui:4.5-RC1,version: 4.5-RC1,timestamp: 1443772942000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.eobjects.datacleaner:DataCleaner-desktop-ui:4.5-RC2,version: 4.5-RC2,timestamp: 1444655823000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.codehaus.castor:castor-jdo:1.3.0.1,version: 1.3.0.1,timestamp: 1252261723000})","[:dependency {scope: test,targetVersion: 1.2.13}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:21.0,version: 21.0,timestamp: 1616042763000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:21.1,version: 21.1,timestamp: 1624654188000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:21.2,version: 21.2,timestamp: 1640013506000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:21.3,version: 21.3,timestamp: 1651334367000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:21.4,version: 21.4,timestamp: 1662939927000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.edu-services.gradebook:gradebook-service:21.5,version: 21.5,timestamp: 1677194321000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.10,version: 2.10.10,timestamp: 1573075454000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.12,version: 2.10.12,timestamp: 1573157700000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.14,version: 2.10.14,timestamp: 1573502749000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.11,version: 2.10.11,timestamp: 1573084337000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.15,version: 2.10.15,timestamp: 1573590649000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:11.0,version: 11.0,timestamp: 1529655721000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.13,version: 2.10.13,timestamp: 1573244577000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.16,version: 2.10.16,timestamp: 1573675326000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.17,version: 2.10.17,timestamp: 1573762546000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:11.1,version: 11.1,timestamp: 1529934125000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.18,version: 2.10.18,timestamp: 1573855515000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:11.3,version: 11.3,timestamp: 1530174990000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:11.2,version: 11.2,timestamp: 1530174094000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.19,version: 2.10.19,timestamp: 1574109351000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:11.4,version: 11.4,timestamp: 1530540342000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:11.5,version: 11.5,timestamp: 1530602499000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scireum:sirius-kernel:11.6,version: 11.6,timestamp: 1531250713000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.20,version: 2.10.20,timestamp: 1574201769000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.21,version: 2.10.21,timestamp: 1574289382000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.22,version: 2.10.22,timestamp: 1574366457000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.23,version: 2.10.23,timestamp: 1574456277000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.24,version: 2.10.24,timestamp: 1574712364000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.25,version: 2.10.25,timestamp: 1574799991000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.26,version: 2.10.26,timestamp: 1575277961000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.27,version: 2.10.27,timestamp: 1575328572000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.ahome-it:ahome-tooling-server-mongodb:1.1.12-RELEASE,version: 1.1.12-RELEASE,timestamp: 1473458968000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.janusgraph:janusgraph-dist:0.6.4-20230628-173705.90e7759,version: 0.6.4-20230628-173705.90e7759,timestamp: 1687974451000})","[:dependency {scope: runtime,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.ignite:ignite-hadoop:1.8.0,version: 1.8.0,timestamp: 1480937743000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.28,version: 2.10.28,timestamp: 1575407250000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.29,version: 2.10.29,timestamp: 1575427283000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.31,version: 2.10.31,timestamp: 1575924756000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.32,version: 2.10.32,timestamp: 1576008287000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.33,version: 2.10.33,timestamp: 1576094716000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.30,version: 2.10.30,timestamp: 1575512647000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.34,version: 2.10.34,timestamp: 1576181191000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.35,version: 2.10.35,timestamp: 1576269332000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.36,version: 2.10.36,timestamp: 1576526271000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.37,version: 2.10.37,timestamp: 1576616546000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.39,version: 2.10.39,timestamp: 1576785653000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.38,version: 2.10.38,timestamp: 1576709136000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.41,version: 2.10.41,timestamp: 1577131240000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.10.44,version: 2.10.44,timestamp: 1578430972000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
